Content-Container	1	6	The mummy originally was inside a wooden coffin, which had deteriorated.
Cause-Effect	1	4	This meeting establishes the laws which govern the church and the priorities for the coming year.
Content-Container	1	7	The game was sealed in the original packing, unopened and untouched.
Component-Whole	2	6	The oculomotor nerve rests in a cistern within the sinus roof.
Entity-Destination	7	11	A baby girl was murdered and her body stuffed in a sack and dumped in a water body in the capital's Pallabi area.
Entity-Destination	2	7	The new model is moving into new territory with revisions.
Other	9	15	He also pointed out that on the Sabbath the priests broke the commandment with priestly work.
Entity-Origin	1	5	The sagas developed from the oral culture of the Viking Age.
Component-Whole	4	7	Hogarth also decorated the walls of the hospital with works of art donated by contemporary British artists.
Content-Container	4	8	They are storing the solution in a non-food refrigerator to avoid degradation and transfer what is immediately needed to a spray bottle for manual cleaning.
Entity-Destination	7	10	In a desperate attempt, the company poured money into the project.
Instrument-Agency-Inv	9	13	My grandparents rest beneath a stone that shows a farmer plowing with a mule, an emblem of the way they began their lives together back in the 1930s.
Component-Whole-Inv	4	5	The temperature at which flower buds are injured depends.
Content-Container	1	5	Her clothes were in a box with no lid sitting on the next higher step.
Component-Whole-Inv	1	6	The venter encloses a venter canal cell and an egg cell.
Message-Topic-Inv	0	6	 Feedback, as defined earlier in this chapter, is information that can be used to modify or maintain previous behaviours.
Entity-Origin	1	6	The train arrives from a distant point and bears down on the viewer, finally crossing the lower edge of the screen.
Content-Container	5	25	In a shocking incident, the body of a 10-year-old school boy, a resident of Jaylal Munshi Ka Rasta in Nahargarh area, was found in a sack with his mouth glued with feviquick on the railway tracks near Chanani Railway Station in Niwai area of Tonk district on Thursday evening.
Member-Collection-Inv	15	17	He likewise directed Edric to fling out his nets, who was rewarded with a miraculous draught of salmons.
Message-Topic	4	11	Five has launched a website, Holy Soap, dedicated to popular television soap operas across all channels.
Component-Whole-Inv	3	7	The Aroon indicator system consists of two lines, 'Aroon(up)' and 'Aroon(down)'.
Product-Producer-Inv	5	8	The fire started when the owner lit a fire behind the house.
Product-Producer-Inv	2	7	A street writer who specialises in love letters becomes involved with one of the addressees.
Entity-Origin	1	10	The name of the aquarium was derived from a public vote amongst Japanese people.
Entity-Destination	4	8	She has fetched the poodle into the same acre of ground as pup.
Cause-Effect-Inv	2	4	Phobia like fear from crowd, fear from insects, fear from height etc all contribute in developing the anxiety disorder.
Entity-Origin	1	6	The avalanches originated in an extensive mass of rock that had previously been hydrothermally altered in large part to clay.
Message-Topic	1	4	The exhibition describes the fight against the forces of nature that has been central to the history of Vasa ever since it sunk in 1628.
Entity-Destination	3	8	We placed some wax into the old tin can.
Component-Whole	5	8	I looked straight under the nose of the plane and sure enough, I was directly over the tiny airstrip.
Component-Whole	1	5	The executive board of this company reported on its activities and answered questions from the audience.
Entity-Origin	15	18	They have also taken a very personal story about one family and a box of toys from the future and turned it into an epic story in which childlike innocence saves the human race.
Component-Whole-Inv	3	8	He unwinded the pocketwatch by letting down the mainspring, a ribbon of tightly rolled steel inside the mainspring barrel.
Message-Topic	3	9	OVATION is the television network devoted exclusively to the arts, featuring programming on visual arts, theater, opera, music and dance.
Message-Topic	9	11	A penal code is a portion of a state's laws defining crimes and specifying the punishment.
Entity-Origin-Inv	12	13	A normal beer is 8 zlots (2 euros) and a beer with raspberry syrup is 9 zlots.
Other	8	11	In a cloudless, new moon sky, a billion stars lit the heavens.
Cause-Effect-Inv	16	22	The hidden preamble or timing signal is employed to mark the time of commencement of the transmission of information pulses from a transmitter.
Member-Collection-Inv	2	5	In a peep of bantam chickens, proliferative skin lesions were observed on the shanks of 6 of 29 birds, with digit necrosis observed in some birds.
Message-Topic-Inv	1	13	The cover of the inner artwork of the record was analysed in an article published in 2008.
Cause-Effect	1	8	Doe's confrontation with the flight attendant caused a commotion on the plane, prolonged the flight's delay, and added to the aggravation already being felt by the passengers and crew.
Product-Producer-Inv	1	4	The workers build the honeycomb in which the eggs are laid and the honey and pollen is stored.
Content-Container	3	10	The blue plastic cutting board behind it was in a box lot I bought at an auction.
Member-Collection	18	21	"Instead of ""dominance"" and ""submission"", he uses the terms ""assertiveness"" and ""passiveness"" to reflect the role of the wolf in the pack."
Other	5	13	The chronic myelogenous leukemia-specific P210 protein is the product of the bcr/abl hybrid gene.
Other	4	10	The purpose of the audit was to report on the financial statements.
Content-Container-Inv	1	6	The stomach was full of fine gravel and small seeds.
Member-Collection-Inv	7	9	I bore my chalice safely through a throng of foes.
Content-Container	13	20	The body is already removed for an autopsy and placed in a lead coffin, which is put inside a wooden case.
Cause-Effect-Inv	15	22	The increase of the signal might correspond to formation of the high-density excitons, while the reduction of the signal originates from the relaxation.
Cause-Effect-Inv	8	12	We estimate a wind speed associated with the devastation caused by the tornado.
Component-Whole-Inv	1	11	The robot reached the goal using a smaller number of internal states than with the conventional methods.
Cause-Effect-Inv	2	6	The basic indicator of the health condition of trees, stands and forests is tree defoliation.
Cause-Effect-Inv	1	5	The deficits are caused by people saving too much of their money.
Instrument-Agency-Inv	1	11	A teacher writes a whole number less than 50000 on the blackboard.
Component-Whole-Inv	5	8	It was a whole flying wedge of white swans flying over Wall Street marking the market in their own charming way.
Other	2	5	Unfortunately, my friend falls in love easily and breaks her heart all the time.
Cause-Effect	1	6	Heat, wind and smoke cause flight delays.
Cause-Effect-Inv	7	12	In developing countries four-fifths of all the illnesses are caused by water-borne diseases, with diarrhoea being the leading cause of childhood death.
Product-Producer	16	21	This has made it much richer, rather like fried bread and altogether different from the crisp rectangles produced by the modern cook.
Entity-Destination	0	5	 Billions flow into unit trust-linked products.
Product-Producer-Inv	1	4	The corporation has constructed railways in Ukraine, Guinea, Iran, Iraq, and Syria.
Message-Topic-Inv	2	17	The faded glamour of American roadside diners, cinemas and motels is the subject of a new photography exhibition at the Fox Talbot Museum.
Other	3	7	After completing the resetting through the reset signal, the bit period transmitted by the master module 30 is received.
Cause-Effect-Inv	1	5	The destruction caused by the bombing of Attorney General Palmer's home.
Component-Whole-Inv	1	5	The kit includes an on-off-on toggle switch for the clipper switching and modifications.
Entity-Origin	0	4	 Blood arrives from the animal via suitable tubing and enters the pump.
Component-Whole-Inv	4	9	"In biological anatomy, the mesencephalon (or midbrain) comprises the tectum (or corpora quadrigemini), tegmentum, the ventricular mesocoelia (or ""iter""), and the cerebral peduncles, as well as several nuclei and fasciculi."
Entity-Destination	5	8	The company rescheduled the new construction to early next year.
Content-Container	2	7	"A sailing ship is scratched in a jug marked ""G. Goodale, Hartford."""
Entity-Destination	1	6	Past consciousness is travelling into the future.
Component-Whole-Inv	6	14	"About two months later, the baby alligator breaks open the egg with a sharp pick on the end of the nose called an ""egg tooth""."
Component-Whole	11	15	Because some of these terms are used in the case study chapters later in the book, they are defined here now.
Content-Container	1	5	The plane was in a crate and the put on a Flatbed truck and taken to the SAR Hangar.
Entity-Destination	10	14	He held the vessel with his right hand and poured water into his left hand, and washed his hands up to the wrist.
Entity-Origin	3	15	Most of the vapor that is in the air evaporated from the surface of the oceans.
Cause-Effect-Inv	6	10	The second biggest factor affecting the sound produced by a drum is the tension at which the drum head is held against the shell of the drum.
Entity-Origin	20	24	One of my woodworkers got imprisoned as a result of a bloody noble putting up an export ban after the caravan had left the depo.
Content-Container	1	5	The tea was in a glass with pink flowers on the rim, served on a small porcelain plate with a European pastoral scene of a man in knee britches holding hands with a woman in a long dress.
Product-Producer-Inv	9	15	The second memorable shift was in September, when the plant made the 75-millionth ton of steel.
Component-Whole-Inv	1	8	The box regulated the temperature using an odoff controller and T2 as temperature reference.
Cause-Effect-Inv	2	6	The largest landslide triggered by the earthquake is located approximately 32 kilometers southeast of Muzafarrabad in a tributary valley of the Jhelum River.
Member-Collection-Inv	8	12	But, Lord King, he has with him a meinie of full forty knights.
Component-Whole-Inv	2	20	This extensor mechanism is composed chiefly of the quadriceps femoris (rectus femoris, vastus lateralis, vastus intermedius, vastus medialis), quadriceps tendon, patella, and patellar tendon.
Content-Container-Inv	3	5	I carried a bag with condoms in it, and I gave them out.
Cause-Effect	1	4	The debris caused a crash on the Schuylkill, and it has been closed for hours because of the mishap.
Cause-Effect-Inv	1	5	A fire triggered by the blasts damaged eight buildings at the plant, including one that was burned down.
Message-Topic-Inv	1	4	These standards are under discussion and not yet published.
Component-Whole-Inv	3	8	However, the Barbary macaque grows a big thick coat for the winter, which means they can live outside all year.
Member-Collection	26	29	Anderson is regarded as one of the most able and articulate members of Congress, but he has a voting record that is anathema to most other congressmen in his party.
Entity-Destination	5	8	The melt water has transported sediments into the lake.
Component-Whole-Inv	1	4	The review published political commentary and opinion, but even more than that.
Message-Topic	6	10	NUS today responded to the Government's announcement of the long-awaited review of university funding.
Content-Container	1	7	The handbag was locked in a glass display case.
Other	2	6	"In his poem, written by the riverside near the battle-ground, Mr. Emerson alluded to ""Yon stem headstone""."
Entity-Destination	1	6	The intestines have migrated into the abdomen from the umbilical cord.
Cause-Effect	1	5	Mechanical faults caused delays and cancellations on Wellington's suburban train services this morning.
Product-Producer-Inv	4	14	Caryn James, a film critic for The New York Times, has just completed a novel.
Message-Topic-Inv	1	11	The incidents of his travels were related in a succession of books.
Entity-Origin	1	8	The focus is going away from the display button.
Other	0	6	 Asparagus is a natural cure for cancer.
Member-Collection-Inv	9	11	Villagers in the Netherlands are glad to have a mustering of stork visit them.
Entity-Origin	3	8	A case of craniopharyngioma originating in the sphenoid bone is presented.
Message-Topic	3	7	Early in the book, a seashore tide pool is used as an exquisite metaphor for discovery.
Entity-Destination	2	7	The remaining power is exported to the grid.
Cause-Effect-Inv	10	24	Relieve spinal stenosis by enlarging the spinal canal to relieve pressure on the spinal cord that has been caused by a herniated or bulging disc.
Entity-Destination	1	5	The sinus rinse went into ear canal.
Product-Producer-Inv	15	20	In 1882 Louis developed a method of making photographic plates, and by 1894 the brothers' factory was producing 15 million plates a year.
Entity-Destination	0	9	 Cold air at the surface moved southward into the mountains of Colorado.
Member-Collection-Inv	14	16	The translucent blue plastic belied the heady resonance of the instrument, and like a mission of monkeys, several coworkers were lured into the room by the dulcet tones of my accordion.
Member-Collection-Inv	15	18	Her shallow waters seethe at times, standing tall and swaying back and forth like a quiver of king cobras.
Component-Whole	2	6	The curved roach on a square sail was dependent on the angle or height of the stay immediately below it.
Component-Whole-Inv	5	8	Coquina is a poorly consolidated limestone composed of pieces of coral or shells.
Entity-Origin-Inv	2	11	The dark heartwood is the source of the brilliant red dye hematoxylin.
Other	1	9	The beer acts as a great hair of the dog.
Other	1	7	The company has run into a financial problem over the last few years.
Component-Whole	2	5	The curved spans of the bridge are the original sections.
Other	1	8	A girl plays her violin on a pogo stick.
Instrument-Agency-Inv	1	5	A surgeon carefully applies the splints to the forearm.
Content-Container	1	5	The body was inside a duffel bag that was secured with duct tape.
Other	7	8	Mado manages to escape and kidnaps the scientist's niece.
Product-Producer	9	10	A friend had given her purple scraps from a clothing factory in a nearby town.
Entity-Origin-Inv	0	2	 Peanut butter cookies are simply cookies that use peanut butter as one of the ingredients.
Entity-Destination	13	16	Fall planting cannot be completed before the ground freezes, so I stored the seeds in a stratification unit until spring.
Entity-Origin-Inv	5	6	Two years ago I made cranberry sauce to die for.
Member-Collection-Inv	9	11	One of the Grand Canyon tour guides has a barren of mules for the tourists to ride down into the Canyon.
Cause-Effect-Inv	10	17	Passengers have rights in the event of a delay or cancellation that has been caused by the airline.
Instrument-Agency-Inv	1	6	The supreme court has applied the protections of this amendment to the states through the Due Process Clause of the Fourteenth Amendment.
Content-Container	2	8	The pontiff's body was contained in a plain cypress coffin.
Message-Topic	1	6	Brief guides have been prepared on maps, school histories, electoral rolls, land tenure, government buildings, railways and hotel licensing.
Entity-Origin	13	19	A without notice injunction was obtained at very short notice under which the tenant was excluded from his own home and the block of flats in which he lived.
Other	16	22	The screenplay by Patterson McNutt and Arthur J. Beckhard focuses on the adoption of a young orphan (Shirley Temple) by a wealthy bachelor (John Boles).
Message-Topic	1	5	The essay inquires into the origins, nature, and usage of the term in multiple contexts.
Cause-Effect-Inv	4	7	However Susanoo was in sorrow after the loss of his mother and he was raging in his kingdom.
Cause-Effect-Inv	2	6	But the earthquake triggered by the eruption of Thera struck first.
Other	5	9	Our objective is to review advances in the molecular biology and pharmacogenomics of lung cancer and how they apply to personalizing medicine.
Message-Topic	1	9	This paper is a review of frequency stability measurement techniques and of noise properties of frequency sources.
Cause-Effect	0	10	 Diabetes mellitus is one of the leading causes of irreversible blindness worldwide, and, in the United States.
Other	1	5	The crew assisted with the investigation and was in service for around an hour.
Other	1	7	This data has been concerning primarily assembly operations.
Product-Producer	2	7	The third bid was from a window company that does its own installation.
Other	3	5	Interior chief adds hurdles for drilling on public lands.
Product-Producer	16	20	When the Amendment was transcribed, the semicolon in the religious exemption portion was changed to a comma by the Senate scribe.
Entity-Destination	2	6	The fibre pellets were blown into cavities using special equipment.
Instrument-Agency-Inv	1	4	The winemaker carefully chose grapes from different lots in the vineyards and blended them into this wonderful Pinot.
Component-Whole	1	4	The pin of the connector is inserted through the hole and connected to the microstrip circuit.
Other	9	12	It is the most efficient and compact form of insulation in a carafe, and it's unbreakable.
Product-Producer	3	5	"Early in the book, the authors review why the groundswell is taking off and how to participate, and they identify the ""tools"" - blogs, wikis and so on - that drive the groundswell."
Cause-Effect-Inv	10	17	Getting help has reduced the time to reverse all the irritation that had been caused by the fungus.
Entity-Origin	3	9	The pure lotus flower blooms out of the muddy pond.
Member-Collection-Inv	40	43	The 13th Gate offers 13 themed experiences to make every nightmare seem real from crawling through a crematory oven and an old hearse to being lost in dark underground tunnels or finding yourself standing on a rickety bridge over a bed of live snakes.
Content-Container-Inv	8	11	He was generous enough to bring in a hamper of festive goodies for one of you lot to win.
Entity-Origin	3	15	Much of the impetus behind the formation of the fund came from a wounded Vietnam veteran.
Cause-Effect-Inv	7	10	On the other hand, the higher the satisfaction from the purchase, the greater the benefit of word-of-mouth referrals and repeat purchasing.
Other	11	13	Although big city marathons offer great crowd support and a large camaraderie of runners, running in a big city marathon is not for everyone.
Other	6	9	In 48% of the divorces, the kinship systems of grandparents expanded with divorce through one or more of the following four processes.
Instrument-Agency-Inv	1	10	The restaurant first cleaned the floor with a company-approved cleaning agent before the COF test was conducted.
Component-Whole-Inv	1	7	The package includes an audio and video receiver that transmits information to the plasma display.
Cause-Effect-Inv	17	24	District Judge without a jury and judgment was entered for the defendants on the ground that the accident was caused by the plaintiff's own negligence.
Content-Container	5	9	When it was ready, my coffee arrived in a mug instead of to go as I had ordered it.
Other	6	8	The world is experiencing an unprecedented glut of savings, driving down real interest rates.
Instrument-Agency	3	9	In this manner, nuts from the Amazon powered a plane.
Other	1	5	The case centers on a tree at a high school that was a meeting place for white students.
Member-Collection-Inv	13	17	The influence of hole shape on extraordinary optical transmission was investigated using hole arrays consisting of rectangular holes with different aspect ratios.
Product-Producer	5	10	For many years, a recurring comment by the senior dental students at Louisiana State University School of Dentistry (LSUSD) during exit interviews is their lack of confidence regarding the business aspects of running a dental practice.
Entity-Destination	0	5	 Flowers are carried into the chapel.
Message-Topic	1	3	The documents define policies, procedures, training, and auditing.
Other	3	6	Still filled with rage after the fight with the Darkside, I rush at Ansem, light and dark energy overflowing from me.
Cause-Effect-Inv	9	20	The children descend the ladder after hearing the fire alarm which has been triggered by the wood work workshop catching fire.
Instrument-Agency-Inv	1	7	The guys catch the shad with gill nets.
Component-Whole	21	24	As we watched the videotape, we noticed that for some unknown reason men were tending to wander over toward the glassware section of the store.
Component-Whole	11	14	The site has free galleries of pics of guys showing the waistband of their underwear above their jeans.
Message-Topic	1	6	The plot centers around a young girl who must decide between helping her community that is being falsely accused of witchcraft or staying silent to protect her family.
Component-Whole-Inv	1	2	A catamaran tiller having a grip is provided to permit tension to be applied to the tiller more easily.
Entity-Destination	4	7	This oil company imports oil to some countries illegally.
Other	3	13	Sometimes the best blogging is going on well away from the most visible places.
Instrument-Agency-Inv	3	9	Some of the nurses drank the alcohol out of jars containing diseased human viscera.
Entity-Origin	2	6	Two broad topics emerging from the literature on fiscal forecasting are reviewed.
Instrument-Agency-Inv	7	13	The NRC, RSO, and the First Bank representative accessed the vault with the key.
Component-Whole	2	10	The drill platform was a part of the Romulan mining ship Narada that could be lowered into the atmosphere of a planet or planetoid for mining operations.
Product-Producer	11	12	Eighty years on from the first pipes being laid for the car plant, unemployment is at 2 million and rising.
Component-Whole	10	13	However, Greg saw people inside and went to the front entrance of the palace and was able to use enough Russian to communicate with the guide and get permission to buy our tickets without waiting to come inside for a tour.
Entity-Origin	1	5	The clarinet developed from the recorder family, and is closely related to the saxophone.
Product-Producer-Inv	1	6	The author's reasons for creating a work differ remarkably from his incentive to publicly distribute the work.
Component-Whole	1	4	The paddle of the microaccelerometer is designed symmetric with respect to the direction of the beam.
Product-Producer-Inv	2	6	Next the soldiers put up a wall of stakes on the pile of dirt.
Instrument-Agency-Inv	1	6	The hookah filters the smoke through water, making the end result much less harsh and allowing the flavor of the smoke to really come through.
Message-Topic	5	13	Then there's Labour - where negotiations are under way on issues such as apprentice training.
Member-Collection-Inv	2	4	There's a trembling of finches on my lawn.
Cause-Effect	1	5	The incident caused a brief sensation on the Web among people suspicious that it was a political commentary.
Component-Whole-Inv	15	16	This is a guide teaches you how to make a video tutorial by recording the computer screen without camera in minutes.
Other	1	7	The navy searched the vessel with the crew on board.
Component-Whole	0	5	 Poems are published on this site purely for educational reasons, for the purpose of information and with good intentions.
Instrument-Agency-Inv	1	12	A hairdresser fine-tunes your hair color without causing excessive damage by using toners.
Instrument-Agency-Inv	0	19	 Students locate these cities on the large map (B2) with assistance from the teacher (B14) marking them with colored pushpins.
Content-Container	15	19	We've even included a beautiful Royal Scot Crystal Hogget decanter to round off this bountiful banquet in a hamper basket.
Member-Collection-Inv	11	13	In addition to Weinstein, the band is comprised of a formidable array of luminaries.
Content-Container	1	5	The sugar was in a cabinet above the sink.
Other	7	15	He sealed the cut after making a cut of the stem with a clean, sharp blade.
Product-Producer	1	2	The sugar factory in Ipswich was built in 1925.
Other	12	16	The workers locked themselves in the upstairs office and left the shocked managers downstairs in the shop.
Instrument-Agency-Inv	1	9	The recipient receives the call through a miniature radio receiver carried on his person, the receiver having a built-in ferritic antenna.
Content-Container-Inv	7	10	He carried with him an old wicker basket containing stale biscuits, some cured ham, and a bottle full of goat's milk.
Entity-Destination	2	9	Paternally derived genetic material is inherited to the next generation.
Component-Whole	1	5	The power cord of the dryer connects to a terminal block at the rear of the dryer.
Cause-Effect	11	14	"And this is frequently cited as ""proof"" that saturated fats and cholesterol cause heart disease."
Member-Collection-Inv	2	4	As a fraternity of adults we have a right to question the GM, and should expect a reasonable response.
Member-Collection-Inv	4	6	It was an immense flight of gulls, seamews, and cormorants; a vast multitude of affrighted sea birds.
Message-Topic	4	7	The exhibition comprises original drawings featuring famous landmarks between Plymouth and London.
Other	8	13	The Water Information Program is a public information program sponsored by the water districts, organizations and agencies in the San Juan and Dolores watersheds of Southwestern Colorado.
Member-Collection-Inv	10	13	While the job was good, Ahmed's daily exposure to the troupe of circus performers and artists continued to pique his interest.
Other	8	15	Scientists recently succeeded in wiping out a nasty memory from the mind of a genetically-engineered mouse.
Instrument-Agency	0	4	 Cigarettes are used by women in order to relax, to avoid gaining weight, and to appear attractive, mature and feminine.
Cause-Effect	9	17	Many commercial soap, shower gel or cleanser products contain preservatives, colorants and chemicals that cause dryness, rashes, itchiness and roughness on the skin.
Instrument-Agency	1	5	Bitewing x-rays are used by dentists in order to determine if any cavities exist within the mouth.
Entity-Destination	1	10	English cricket has now been dragged into the whole revolting business.
Entity-Destination	1	5	The space monkey travels into space.
Member-Collection-Inv	10	12	Any country gentleman who liked the sport kept a small pack of hounds, and rode over his own lands or the lands of such of his neighbours as had no similar establishments of their own.
Entity-Destination	3	9	The plain HTTP request was sent to an HTTPS port.
Product-Producer-Inv	1	14	The girl, in her first holiday season as an Elm Creek Quilter, creates a quilt for her best friend even as she begins to question her feelings for him.
Entity-Destination	2	8	The small box was placed inside the large box and the 4-inch of surrounding space filled with either shredded fabric, fiberglass insulation or no insulation.
Cause-Effect	10	19	Birchwood and Stockton Heath were called to the scene after pyrotechnics used during one of the performances caused a fire on the main stage.
Cause-Effect	12	15	Like a catch-22 the worst part is that acne causes stress and stress triggers acne breakouts.
Cause-Effect-Inv	7	14	The US patent system is in a crisis that has been caused by the flood of patent applications being filed at the USPTO every year.
Product-Producer-Inv	7	8	And in every single trial, the sponsoring manufacturer's drug came out as better than, or equal to, the others in the trial.
Instrument-Agency	4	9	The size of the scissors used by a beginning stylist for learning to cut the hair is actually determined more by the size of his or her hands.
Content-Container	3	7	My little brother's tooth was in a cup of water the other day and I nearly fainted when I saw it.
Component-Whole	17	20	Located by the river at Circular Road, Cong, between actual locations used for the filming, the ground floor of the cottage has been designed as an exact replica of 'White-o-Mornin' Cottage.
Member-Collection-Inv	18	20	Day after day, then, he has put himself into a hornets' nest, or what the Scottish call a bike of bees.
Entity-Destination	2	8	As his hand was put inside the glass box, he had to guess what creepy animal was inside.
Other	5	12	While many farmers did their plowing the land with a single furrow plow, some large-scale farmers began to use a multiple share or bukker plow.
Other	11	13	Letters were be submitted by 5 p.m. on the Wednesday before publication by mail.
Content-Container	1	5	My passport was in a trunk under my bed.
Cause-Effect-Inv	6	15	Viral gastroenteritis is a highly contagious infection of the intestines caused by one of several viruses.
Entity-Destination	6	13	Recently, a huge amount of commercial fish and shellfish have migrated to cooler water.
Entity-Destination	5	8	The murder has dragged the victim into the water.
Component-Whole	14	17	The first bank in Loudoun County, the short-lived Loudoun Company, held meetings in the cellar of this dwelling beginning around 1815, hence the name Bank House.
Other	2	7	The outer segment is comprised of a membrane which is folded into several layers of disks.
Member-Collection-Inv	14	16	In this section, we are going to follow SRR Sandy as she raises a litter of pups.
Product-Producer	1	7	The shed got put up by these people who arrived and made it.
Message-Topic	1	4	The session discussed about inter-loans of performance sets.
Cause-Effect	2	9	Diet fizzy drinks and meat cause heart disease and diabetes.
Cause-Effect-Inv	5	8	We explore the experience of grief after the loss of a parent and offers support; we also make simple suggestions, and we provide a place for sharing memories.
Entity-Destination	2	7	Too often, students were misplaced into alternative schools.
Member-Collection-Inv	1	3	A deceit of lapwings, with their beautiful crests, made a pretty dish to set before the king.
Cause-Effect-Inv	2	8	The war mentality was generated by the Iraq war in combination with the constant drum beat of fear at home.
Instrument-Agency-Inv	1	11	The authors assessed the reliability of the basic diagnostic methods in series of 181 patients with bladder tumoursas compared with operative findings.
Message-Topic	1	5	The painting represents the last meal shared by Jesus with his disciples before his capture and death.
Component-Whole	1	4	Two pillars of a bridge at Karsaz Road have collapsed today morning.
Entity-Origin-Inv	2	3	All other blood products are derived from whole blood.
Cause-Effect	0	10	 Preeclampsia is still one of the leading causes of maternal mortality.
Other	15	21	Since no computers were then available to him, he hand-simulated the Boxes algorithm, using a device made from an assembly of matchboxes.
Other	4	8	Compared to running barefoot, running in conventional running shoes increases stress on the knee joints up to 38%.
Content-Container	1	9	"The packet of corn tortillas, which was inside a box, said ""contains wheat""."
Product-Producer	15	21	Detectives are sifting through hundreds of mobile telephone records in an effort to trace a call made by the Graff jewellery robbers as they stood outside the store two days before the successful heist.
Product-Producer	5	6	Two years ago, being a sugar company in india was a sweet proposition.
Cause-Effect	1	6	The demolition was the cause of terror and communal divide is just a way of not letting truth prevail.
Entity-Destination	1	5	Two prices arrived to the hotel.
Entity-Origin	3	12	A 300-pound Siberian tiger that killed a visitor escaped from its high-walled pen on its own.
Content-Container	1	6	A comb was hidden in an envelope at the bottom of a paper folder stuck to the wall.
Component-Whole-Inv	1	5	This machine has two heating units and two cooling units.
Component-Whole	8	11	The tailpiece anchors the strings to the lower bout of the violin by means of the tailgut.
Entity-Destination	4	9	Recently, in China, more people are moving into big cities.
Entity-Origin-Inv	3	4	An overdose of lime juice with salt also acts as an excellent purgative without any side effects, thereby giving relief in constipation.
Cause-Effect	1	8	The outbreak resulted in 256 deaths and 3,402 injuries.
Component-Whole	9	13	In my case the solution was to lock the padlock on the security pane itself.
Product-Producer-Inv	4	12	To develop a rampart, troops piled up the dirt into a small hill.
Content-Container	1	5	The fridge was inside a mahogany case.
Other	4	8	The postcard took the reader into the author's past.
Message-Topic	10	12	The White Paper Full Employment in Australia was the defining document of economic policy in Australia for the 30 years between 1945 and 1975.
Other	10	13	These emotionally wrenching experiences encouraged the volunteers to seek the comradeship of fellow veterans.
Component-Whole	18	21	Gwathmey famously prefers curves to angularity and, though these are absent from the facade, they recur in the lobby of the building, with rounded pylons and legato movements through space.
Instrument-Agency-Inv	1	11	The priest mixes the Holy Oil and the wine with a spoon and pours it into small containers, as many as there be priests.
Entity-Destination	3	7	The Senator donated money to a local charity.
Content-Container	1	5	This bag was in a bin with other santa bags (out of package).
Content-Container	3	6	The freshness of ale in a carton is the limiting factor.
Message-Topic	1	6	The statute applied to the six dominions which existed in 1931.
Other	11	18	Clay County, a small but thriving colony grows in the seepage spring which is the source of the creek.
Other	3	9	New portable electronic devices are running into temperature sensitivity issues.
Message-Topic	6	8	It is a cable television specialty channel showing sports and sport-related shows.
Other	5	9	While melting butter on the stove is the preferred method, because it gives you more control over the process, you can also melt butter in a microwave.
Cause-Effect-Inv	7	9	Sip the tea slowly to reduce stomach pain from indigestion, bloating and feeling of fullness.
Instrument-Agency-Inv	1	8	The teacher covers the candle with a tall glass.
Cause-Effect	0	8	 Alcohol, substance abuse and poverty all lead to child abuse.
Cause-Effect	2	5	The ATM malfunction caused a rush on the ATM machine until the police sealed off the area.
Other	0	4	 Physiotherapy was focused on admission avoidance, prevention of deterioration after admission and facilitating early discharge.
Other	17	19	Moreover, the knightly ethic was based on a sense of honour and reflected the ideal of a comradeship of arms.
Product-Producer	9	13	The photomask is usually prepared with a photoplotter from data produced by a technician using CAM, or computer-aided manufacturing software.
Member-Collection-Inv	20	23	Actually on the strength of matrimonial alliances of the Bhargavas with ruling families of Kanyakubja and Ayoddhya, Parasurama organised a confederacy of various kingdoms including Vaisali, Videha, Kasi, Kanyakubja and Ayodhya which fought the Haihayas on various batterfields.
Product-Producer-Inv	8	10	He painstakingly taught the chords to the young troubadour's anti-establishment broadsides.
Entity-Destination	1	7	Narcotic goods have been imported into several states in Australia.
Member-Collection-Inv	5	8	Another program to increase the population of French settlers was the selection of 770 women to make the journey to New France.
Component-Whole-Inv	1	6	This oven has a flat belt conveyor with three zones and complete controls.
Instrument-Agency-Inv	1	9	All psychiatrists are familiar with antipsychotic, anti-anxiety, and antidepressant medications, whose origins date to the 1950s.
Other	1	7	Some sections have been denoted with an asterisk.
Instrument-Agency-Inv	8	13	The assigned cashier code serves to identify the cashier using the electronic cash register.
Message-Topic	1	4	The report emphasised the need for better co-ordination between the agencies.
Other	1	9	The corpse of a murderer was dangling from the noose, twisting in the wind.
Cause-Effect	0	3	 Sodium causes fluid retention, which can lead to edema (swelling), increased blood pressure, and in those susceptible patients, congestive heart failure.
Member-Collection-Inv	2	5	In theory, boards of independent directors look after the interests of individual shareholders.
Product-Producer-Inv	6	10	For the last two years, the team has constructed two gardens out of recycled materials.
Component-Whole	1	4	The pouches of female wallabies, like those of other macropods, are front-opening.
Product-Producer-Inv	3	6	In 1858 a shoemaker invented a machine for sewing the soles of shoes to the uppers.
Member-Collection-Inv	1	3	A gam of whales migrates to breeding lagoons every season.
Other	2	4	He takes words into action.
Content-Container	1	7	The sample was contained in a 5-mm glass tube surrounded by oscillator and receiver coils at right angles to one another.
